81,"If I accidentally receive a phishing email on my company account, what does the handbook recommend I do?",medium,multi_section,Employee-Handbook.pdf,"[232, 233]",Employee-Handbook,"[233, 232, 255, 210, 254, 234, 229]","### Recommended Action When You Receive a Phishing Email  

| Step | What to Do | Why |
|------|------------|-----|
| **1. Do Not Interact** | Do **not** click any links, open attachments, or reply to the message. | Prevents accidental execution of malware or disclosure of credentials. |
| **2. Verify the Email** | If you are unsure whether the email is safe, **ask our Security Specialists** for confirmation. | The handbook explicitly advises consulting Security Specialists when the safety of an email is uncertain. |
| **3. Follow Security Guidance** | Follow any instructions the Security team provides (e.g., forward the suspicious message to a designated address, delete it, or run a scan). | Ensures the incident is handled consistently with company policy. |
| **4. Maintain Strong Passwords** | Continue using strong, unique passwords for your account and enable any available multi‑factor authentication. | Reduces the risk of credential compromise from phishing attempts. |

#### Key Points from the Handbook
- **Vigilance:** “Use strong passwords and be vigilant in catching emails that carry malware or phishing attempts.”
- **Escalation:** “If you are not sure that an email you received is safe, ask our **Security Specialists**.”

By following these steps—avoiding interaction, seeking confirmation from Security Specialists, and adhering to strong password practices—you comply with the handbook’s guidance for handling accidental phishing emails.",7,6,8,4.94,1,1.0,0.2857,1.0,1.0
82,"As someone representing the company on social media, what responsibilities do I have before posting important announcements?",hard,multi_section,Employee-Handbook.pdf,"[234, 235]",Employee-Handbook | policy-and-procedures-of-medication-administration-and-follow-up,"[234, 235, 253, 239, 219, 229, 286]","## Responsibilities Before Posting Important Company Announcements  

When you are acting as the **official voice of the company** on social‑media platforms, the following steps are required **prior to publishing any major‑impact announcement**.

| # | Action | Why it matters | How to do it |
|---|--------|----------------|--------------|
| **1** | **Coordinate with the PR/Marketing department** | Guarantees the message aligns with the company’s communication strategy and has been approved for public release. | Submit the draft to the designated PR/Marketing contact (e.g., your manager, corporate communications team) and obtain written sign‑off. |
| **2** | **Verify confidentiality and data‑protection compliance** | Prevents accidental disclosure of confidential, proprietary, or personal data that could breach NDAs, privacy laws, or internal policies. | • Check that the content contains no unpublished financial information, customer lists, trade‑secrets, or other restricted data.<br>• Ensure any personal data is anonymised or has the required consent. |
| **3** | **Confirm you have the appropriate authority** | Only authorized individuals may speak on behalf of the company; posting without authority can create legal and reputational risk. | • Confirm that your role (or the role of the person who drafted the announcement) is approved to make the statement.<br>• If unsure, ask your manager or the PR/Marketing team for clarification. |
| **4** | **Ensure factual accuracy and completeness** | Misleading or false information damages credibility and may require rapid correction. | • Fact‑check all figures, dates, and claims.<br>• Include any required legal or regulatory disclosures. |
| **5** | **Observe copyright, trademark, and fair‑use rules** | Using protected material without permission can lead to infringement claims. | • Verify that any images, videos, or excerpts are either owned by the company, licensed, or fall under fair‑use.<br>• Add proper attribution where required. |
| **6** | **Draft a professional, respectful tone** | Maintains the company’s reputation and complies with the anti‑harassment policy. | • Use polite, patient language.<br>• Avoid speculation or statements outside your field of expertise. |
| **7** | **Prepare for community interaction** | You must be ready to address comments, questions, or corrections promptly. | • Plan a response strategy (e.g., FAQs, escalation path).<br>• Do **not** delete or ignore legitimate comments without justification. |
| **8** | **Document the approval process** | Provides an audit trail in case the announcement is later reviewed. | • Keep a copy of the approved draft, the sign‑off email, and any related communications. |

### Quick Pre‑Posting Checklist  

- [ ] Draft reviewed by **PR/Marketing** (approval received).  
- [ ] No confidential or proprietary information disclosed.  
- [ ] Authority to post confirmed.  
- [ ] All facts verified; legal disclosures included.  
- [ ] Copyright/trademark compliance checked.  
- [ ] Tone is respectful and within your expertise.  
- [ ] Response plan for comments prepared.  
- [ ] Approval documentation saved.

### What Happens If You Skip These Steps?  

- **Reputational damage** – inaccurate or unapproved statements can harm the brand.  
- **Legal exposure** – breach of confidentiality, copyright, or data‑privacy laws.  
- **Disciplinary action** – violation of company policies may lead to reprimand or termination.  

---

**Bottom line:** Before any important announcement goes live, **coordinate with PR/Marketing, verify compliance, obtain proper authority, and ensure the content is accurate and respectful**. Following the checklist above will keep you aligned with the company’s social‑media policy and protect both your reputation and the organization’s.",9,8,9,4.92,1,1.0,0.2857,1.0,1.0
83,"I'm dating someone who reports directly to me. According to the employee handbook, is this allowed?",easy,direct_lookup,Employee-Handbook.pdf,[237],Employee-Handbook,"[237, 238, 236, 210, 212, 239, 224]","## Short Answer  
**No – the handbook does not allow you to date an employee who reports directly to you.**  

---

## Why It’s Prohibited  

| Policy Section | Key Requirement | Scope |
|----------------|----------------|-------|
| **Dating managers** (also listed under *Employee relationships → Fraternization*) | “Supervisors must **not date their direct reports**.” | Applies to **all managers** above an employee, not just the immediate supervisor. |
| **Conflict of interest** | Relationships that create a potential for favoritism or abuse of authority must be avoided. | Reinforces the prohibition on manager‑subordinate romances. |

### What the Handbook Says
- The rule is put in place to prevent **favoritism, abuse of authority, and sexual harassment**.
- The restriction **extends to every manager above an employee**, meaning any level of supervisory relationship is covered.
- Violating this policy can be considered a breach of the **Employee Code of Conduct** and may lead to disciplinary action, up to termination.

---

## Recommended Actions

1. **Disclose the Relationship**  
   - Inform **HR** (or the designated reporting channel) as soon as possible.  
   - Transparency allows the company to assess and mitigate any conflict of interest.

2. **Seek a Reassignment**  
   - Request a **transfer** to a different team or department where you no longer have a reporting line over the employee.  
   - The handbook notes that if a relationship develops after employment, the company may need to **transfer one of the parties**.

3. **Avoid Favoritism**  
   - Until a resolution is reached, ensure that all work‑related decisions (assignments, performance reviews, promotions, etc.) are **objective and documented**.  
   - Refrain from participating in any **hiring, promotion, or evaluation** processes involving the employee.

4. **Follow Reporting Procedures**  
   - If you witness any inappropriate behavior (e.g., sexual jokes, gossip) related to the relationship, **report it to HR** as required by the handbook.

---

## Potential Consequences of Non‑Compliance

- **Disciplinary action** (written warning, suspension, or termination).  
- **Reputation damage** within the organization.  
- Possible **legal exposure** if the relationship leads to claims of harassment or discrimination.

---

### Bottom Line
The employee handbook **explicitly forbids** a manager from dating a direct report. To remain compliant, you should disclose the relationship to HR and work with them to arrange a reporting‑line change or other appropriate remedy.",6,8,8,4.889,1,1.0,0.1429,1.0,1.0
84,My relative has applied for a position on my hiring committee. What restrictions apply in this situation?,medium,procedure,Employee-Handbook.pdf,[238],Employee-Handbook,"[238, 239, 216, 218, 236, 214, 217]","## Restrictions When a Relative Applies for a Position You’re Evaluating  

| **Policy Area** | **What the Policy Says** | **What You Must Do** |
|-----------------|--------------------------|----------------------|
| **Hiring‑committee participation** | “You cannot be part of a hiring committee, when your relative is interviewed for that position.” | • **Recuse yourself** from any part of the selection process for that role.<br>• Notify the hiring manager/HR that a conflict exists.<br>• Allow another qualified employee to take your place on the committee. |
| **Supervisory / reporting relationship** | “You must not be involved in a supervisory/reporting relationship with a relative.”<br>“You cannot be transferred, promoted or hired inside a reporting relationship with a relative.” | • Ensure you are **not the direct manager, line‑manager, or any reporting authority** for the relative now or in the future.<br>• If a reporting line would be created by the hire, HR must arrange a **transfer** of one of the parties. |
| **Post‑hire conflict** | “If you become related to a manager or direct report after you both become employed by our company, we may have to transfer one of you.” | • Should the relationship change after the hire (e.g., marriage, adoption), inform HR promptly so a transfer can be evaluated. |
| **General conflict‑of‑interest handling** | “When you are experiencing a conflict of interest, talk to your manager or HR.” | • Document the conflict and **seek guidance** from HR or your manager on how to proceed. |

### Step‑by‑Step Action Plan

1. **Identify the Conflict**  
   - Recognize that the candidate is a relative (within the third degree as defined).  

2. **Inform HR Immediately**  
   - Send a brief note (e.g., “I have a relative applying for X position; I am on the hiring committee for that role.”).  

3. **Recuse Yourself**  
   - Remove yourself from all interview, evaluation, and decision‑making activities for that vacancy.  

4. **Arrange a Replacement**  
   - Work with the hiring manager/HR to appoint another qualified committee member.  

5. **Document the Recusal**  
   - Keep a record (email or HR system entry) that you have stepped aside due to the conflict.  

6. **Monitor for Future Reporting Relationships**  
   - If the hire is successful, verify that no supervisory or reporting line will exist between you and the new employee. If one would be created, HR will need to consider a transfer.  

### Frequently Asked Follow‑Up Questions

| **Question** | **Answer (based on policy)** |
|--------------|------------------------------|
| *Can I still give informal input about the candidate?* | No. Any influence—formal or informal—could be seen as a conflict. All involvement should be delegated to the replacement committee member. |
| *What if the relative is hired for a different department?* | The same rule applies: you must not be in a supervisory/reporting relationship with them. If no such relationship exists, you may remain on other committees, but you should still disclose the connection to HR. |
| *Will I lose any referral bonus for this candidate?* | The policy does not prohibit referral bonuses; however, because you are part of the hiring process, you must **recuse** and cannot influence the decision. If the candidate is hired through a separate referral channel, the bonus would be handled per the referral‑reward rules. |
| *What if the relative was already in the interview pipeline before I learned they were family?* | You must still recuse yourself as soon as you become aware of the relationship and inform HR. The process should continue without your participation. |

### Key Takeaway

**You must not participate in any hiring‑committee activities for a position for which a relative is a candidate.** Promptly disclose the conflict to HR, recuse yourself, and let another qualified employee handle the evaluation to remain compliant with the company’s nepotism and conflict‑of‑interest policies.",5,5,8,5.223,1,1.0,0.1429,1.0,1.0
85,"I'm planning a work-from-home day next week. How far in advance should I request it, and what should I do if there's an emergency?",medium,procedure,Employee-Handbook.pdf,[249],Employee-Handbook | Leave-Policy,"[249, 250, 259, 128, 125, 225, 239]","## Work‑From‑Home (WFH) Request Timing  

| Action | Required notice | How to submit |
|--------|----------------|---------------|
| **Standard WFH day** (occasional, up to one day per week) | **At least 2 business days** before the desired day | Submit the request through the **HRIS** and inform your manager (you can also set a recurring WFH day if you prefer). |
| **Additional days** (more than the usual one day per week) | Discuss with your manager **as early as possible** (no specific lead‑time given) | Talk to your manager first, then follow the same HRIS submission process. |

## What to Do in an Emergency  

If an unexpected situation forces you to work from home **without prior approval**:

1. **Start working from home** immediately (use a secure, fast internet connection and a quiet workspace).  
2. **Notify your manager as soon as possible** – preferably by phone or email.  
3. **If your manager is in a different time zone** and you cannot reach them promptly, **contact HR** instead.  

---

### Quick Checklist for Your Upcoming WFH Day  

- [ ] Submit the WFH request in the HRIS **≥ 2 days** before the day you plan to work from home.  
- [ ] Confirm the request with your manager (or set it as a recurring day if that suits you).  
- [ ] Ensure you have a reliable, secure internet connection and a distraction‑free workspace.  
- [ ] In case of an emergency that prevents you from getting prior approval, **call/email your manager right away** (or HR if the manager is unavailable).  

Following these steps will keep your request compliant with company policy and ensure smooth communication with your manager and HR.",9,9,8,4.608,1,1.0,0.1429,1.0,1.0
86,What's the difference between working from home and remote working according to the employee handbook?,hard,comparison,Employee-Handbook.pdf,"[249, 250]",Employee-Handbook | Leave-Policy,"[249, 250, 128, 211, 212, 213, 247]","## Difference Between **Working From Home (WFH)** and **Remote Working**  

| Aspect | **Working From Home (WFH)** | **Remote Working** |
|--------|-----------------------------|--------------------|
| **Definition in the handbook** | “If your job doesn’t require you to be present at our premises, you can **occasionally** work from home (WFH).” | “Remote working refers to working from a **non‑office location on a temporary or permanent basis**.” |
| **Typical frequency** | • Usually **one day per week**.<br>• More days require manager approval. | • Up to **two consecutive weeks per year** for office‑based staff (temporary).<br>• Can be **permanent** for eligible employees. |
| **Eligibility** | Employees whose duties do **not require physical presence** at the office. | Primarily **office‑based employees** who need a longer‑term arrangement (e.g., new parent, short‑term disability) or who choose a permanent remote set‑up. |
| **Request & approval process** | • Submit request via **HRIS** at least **two days in advance**.<br>• Can set a recurring WFH day.<br>• Emergency WFH allowed without prior approval (notify manager ASAP). | • Submit request via **HRIS** at least **one week in advance**.<br>• Must discuss reason with manager (e.g., new parent, disability). |
| **Duration** | Generally **occasional/short‑term** (day‑to‑day). | **Temporary** (max 2 weeks) **or permanent** (no set end date). |
| **Technology & environment requirements** | • Fast, secure internet and devices.<br>• Quiet, distraction‑free space.<br>• Frequent check‑ins with team. | • Same security, confidentiality, and equal‑opportunity standards as office‑based staff (especially for permanent remote work). |
| **Impact on policies** | Treated as a **case‑by‑case** arrangement; still subject to standard workplace policies. | Permanent remote workers must **adhere to all security, confidentiality, and equal‑opportunity policies** just like on‑site colleagues. |
| **Typical use cases** | • Routine telecommuting for a day.<br>• Emergency situations (e.g., inclement weather). | • Parental leave, short‑term disability, or other personal circumstances requiring extended absence.<br>• Employees who choose to work off‑site on an ongoing basis. |

### Key Take‑aways
- **WFH** is **occasional** and usually limited to **one day per week** (or more with manager consent). It is intended for roles that can be performed without being physically present.
- **Remote working** is a **longer‑term** arrangement—either a **temporary stretch of up to two weeks** per year for specific reasons, or a **permanent** remote set‑up that carries the same policy obligations as on‑site work.
- Both require a request through the HRIS, but **WFH** needs **2‑day** notice, while **remote work** needs **1‑week** notice.  

If you need further clarification on how to submit a request or which option best fits your situation, please contact your manager or HR.",9,10,9,9.212,1,1.0,0.2857,1.0,1.0
87,"I paid for a business trip myself. How long do I have to submit my receipts, and when should I expect reimbursement?",medium,procedure,Employee-Handbook.pdf,[251],Employee-Handbook,"[251, 252, 267, 229, 255, 230, 250]","### Expense Reimbursement Timeline

| Step | Timeframe | Details |
|------|-----------|---------|
| **Submit receipts** | **Within 3 months** of the expense date | Use the company expense software and send the receipts to your manager for approval. |
| **Manager approval** | As soon as possible after submission | Your manager reviews the submitted expenses. |
| **Reimbursement** | **Within 2 pay periods** after approval | Payment is made by check. |

#### Quick Summary
- **Submit**: ≤ 3 months after each expense.  
- **Expect payment**: ≤ 2 pay periods after your manager approves the claim.  

If you need any assistance with the submission process, contact your manager or HR.",9,8,9,4.868,1,1.0,0.1429,1.0,1.0
88,My company laptop was stolen while I was traveling. What should I do according to the employee handbook?,hard,multi_section,Employee-Handbook.pdf,[255],Employee-Handbook,"[254, 210, 255, 218, 251, 247, 250]","## Immediate Actions to Take When a Company Laptop Is Stolen  

| Step | What to Do | Why It Matters |
|------|------------|----------------|
| **1. Notify the Company ASAP** | • Report the theft to your manager, HR, or the designated security/contact point **within 24 hours** of discovering the loss. | The handbook requires prompt notification so the company can begin its incident‑response process and possibly trace the device. |
| **2. File a Police Report** | • Go to the nearest police station (or file an online report, if available). <br>• Obtain an **affidavit / theft statement** from the police. | A formal report is needed for insurance purposes and to satisfy the company’s documentation requirements. |
| **3. Submit the Police Documentation** | • Provide a **copy of the police affidavit** (or report) to the company, preferably through the same channel you used for the initial notification (e.g., HR portal, email to security). | The company can attach the document to its insurance claim and keep a record of the incident. |
| **4. Cooperate with Follow‑Up Requests** | • Answer any additional questions from IT, security, or HR (e.g., device serial number, last known location, any remote‑wipe actions). | Helps the company assess risk, protect data, and possibly recover the device. |
| **5. Review Personal Liability** | • If you were on the corporate cell‑phone plan or used the laptop for personal expenses, be aware you may be responsible for any **extra charges** or **uncovered losses**. | The handbook notes that employees may have to cover extra costs not covered by the plan or insurance. |
| **6. Follow Security Best Practices (Future Prevention)** | • Ensure all company devices are **password‑protected** and **encrypted**. <br>• Install security updates promptly. <br>• Use only secure, private networks for company log‑ins. | While not a direct response to the theft, these steps reduce the chance of future incidents and align with the “Security of company issued devices” guidance. |

### Summary Checklist  

- ☐ Report theft to manager/HR within 24 hours.  
- ☐ File a police report and obtain an affidavit.  
- ☐ Submit the police affidavit (or copy of the report) to the company.  
- ☐ Provide any requested device details to IT/security.  
- ☐ Be prepared for possible personal cost responsibility.  
- ☐ Review and reinforce security settings on all remaining company devices.  

> **Note:** The handbook does not specify a particular form or email address for the report. Use the standard communication channel your organization employs for equipment incidents (e.g., HRIS ticket, security email, or direct manager). If you are unsure, contact your HR representative for clarification.",9,6,8,4.899,1,1.0,0.1429,0.3333,0.5
89,"How many paid time off (PTO) days does a new employee receive each year, and how quickly are they earned?",easy,direct_lookup,Employee-Handbook.pdf,[256],Employee-Handbook | Leave-Policy,"[256, 258, 261, 211, 122, 124, 244]","## Paid Time Off (PTO) for a New Employee  

| Item | Details |
|------|---------|
| **Annual PTO entitlement** | **20 days per year** (the standard allocation for all employees). |
| **Accrual rate** | **1.7 days per month** – accrual starts on the **first day of employment**. |
| **When PTO can be taken** | After the employee’s **first week** with the company. The policy even allows using PTO **before it is fully accrued** (i.e., “borrowed” days). |
| **Future increase** | After completing the **first year**, the employee earns **one additional PTO day per year**, up to a **maximum of 25 days**. |
| **Carry‑over** | The policy states that PTO **cannot be transferred** to the next year (employees are encouraged to use it within the year). |

### How Quickly Is PTO Earned?
- **Monthly accrual:** 1.7 days each month → after 6 months you will have accrued roughly **10.2 days**.
- **Full year:** By the end of the first 12 months you will have accrued the full **20 days** (plus any “borrowed” days you may have taken earlier).

### Quick Reference

- **Year 1:** 20 days total, earned at 1.7 days/month.  
- **Year 2 onward:** +1 day per year (capped at 25 days total).  

> **Note:** While the employee can request PTO before it is fully accrued, the official accrual schedule remains 1.7 days each month.  

If you need to **request PTO**, submit the request through the HRIS system and wait for manager/HR approval. No reason for the request is required.",8,8,7,4.914,1,1.0,0.1429,1.0,1.0
90,"I have the flu today. Besides informing my manager, what else does the handbook expect me to do?",hard,multi_section,Employee-Handbook.pdf,"[258, 259]",Employee-Handbook,"[259, 211, 239, 218, 250, 266, 229]","## What the handbook asks you to do when you have the flu  

| Step | Action | How to do it (per the handbook) |
|------|--------|---------------------------------|
| 1️⃣ | **Inform your manager** | Already done – you mentioned it. |
| 2️⃣ | **Submit a sick‑leave request** | Use the company HRIS system to log the sick‑day (or partial day) request. |
| 3️⃣ | **Choose your work‑status for the day** | • Take a full day off **or** <br>• Request a partial day off <br>• Work from home (if you feel able). The handbook advises you to **rest and recuperate** before returning. |
| 4️⃣ | **Rest and recover** | Prioritize your health; avoid coming to the office while contagious. |
| 5️⃣ | **Provide medical documentation if required** | If your absence extends **more than three consecutive days**, the company may ask for: <br>• A physician’s note or other medical certification <br>• Completion of a sick‑leave form (for insurance purposes). |
| 6️⃣ | **Follow any additional HR instructions** | The HR team may follow up with further steps (e.g., confirming the HRIS entry, reminding you of documentation deadlines). |

### Quick Checklist for Today
- [ ] Send a sick‑leave request through the **HRIS** (even for a single day).  
- [ ] Indicate whether you are taking a **full day off** or a **partial day** (or plan to work from home).  
- [ ] Rest, hydrate, and avoid contact with coworkers to prevent spreading the flu.  

### When the flu lasts longer than 3 days
- Prepare to submit a **physician’s note** or complete the required **sick‑leave form** as the handbook states.

> **Note:** The handbook does not mention any other specific actions (e.g., notifying HR separately) beyond the steps above. If you have any uncertainty, you can always reach out to HR for clarification.",9,9,9,4.456,1,0.5,0.1429,1.0,0.6131
